-0.001, 4.496e-9, 2.246e-9, -2.250e-9
-0.002, 4.511e-9, 2.288e-9, -2.223e-9
-0.003, 4.540e-9, 2.305e-9, -2.235e-9
-0.004, 4.511e-9, 2.303e-9, -2.208e-9
-0.005, 4.535e-9, 2.300e-9, -2.236e-9
-0.006, 4.541e-9, 2.312e-9, -2.228e-9
-0.007, 4.509e-9, 2.288e-9, -2.221e-9
-0.008, 4.545e-9, 2.314e-9, -2.231e-9
-0.009, 4.524e-9, 2.303e-9, -2.220e-9
-0.010, 4.528e-9, 2.293e-9, -2.235e-9
-0.011, 4.555e-9, 2.320e-9, -2.235e-9
-0.012, 4.518e-9, 2.291e-9, -2.227e-9
-0.013, 4.562e-9, 2.312e-9, -2.250e-9
-0.014, 4.504e-9, 2.289e-9, -2.215e-9
-0.015, 4.534e-9, 2.296e-9, -2.238e-9
-0.016, 4.524e-9, 2.311e-9, -2.213e-9
-0.017, 4.494e-9, 2.265e-9, -2.229e-9
-0.018, 4.531e-9, 2.296e-9, -2.235e-9
-0.019, 4.500e-9, 2.293e-9, -2.206e-9
-0.020, 4.506e-9, 2.294e-9, -2.212e-9
-0.021, 4.508e-9, 2.303e-9, -2.205e-9
-0.022, 4.470e-9, 2.288e-9, -2.182e-9
-0.023, 4.504e-9, 2.304e-9, -2.200e-9
-0.024, 4.478e-9, 2.299e-9, -2.179e-9
-0.025, 4.479e-9, 2.287e-9, -2.191e-9
-0.026, 4.492e-9, 2.316e-9, -2.175e-9
-0.027, 4.466e-9, 2.292e-9, -2.174e-9
-0.028, 4.488e-9, 2.314e-9, -2.174e-9
-0.029, 4.466e-9, 2.313e-9, -2.153e-9
-0.030, 4.484e-9, 2.322e-9, -2.163e-9
-0.031, 4.499e-9, 2.333e-9, -2.166e-9
-0.032, 4.480e-9, 2.328e-9, -2.152e-9
-0.033, 4.521e-9, 2.353e-9, -2.168e-9
-0.034, 4.508e-9, 2.354e-9, -2.154e-9
-0.035, 4.514e-9, 2.350e-9, -2.164e-9
-0.036, 4.540e-9, 2.382e-9, -2.158e-9
-0.037, 4.519e-9, 2.363e-9, -2.156e-9
-0.038, 4.544e-9, 2.390e-9, -2.154e-9
-0.039, 4.529e-9, 2.386e-9, -2.143e-9
-0.040, 4.528e-9, 2.386e-9, -2.142e-9
-0.041, 4.549e-9, 2.405e-9, -2.144e-9
-0.042, 4.529e-9, 2.403e-9, -2.127e-9
-0.043, 4.547e-9, 2.409e-9, -2.139e-9
-0.044, 4.536e-9, 2.413e-9, -2.123e-9
-0.045, 4.542e-9, 2.405e-9, -2.138e-9
-0.046, 4.572e-9, 2.443e-9, -2.129e-9
-0.047, 4.495e-9, 2.407e-9, -2.087e-9
-0.048, 4.484e-9, 2.378e-9, -2.105e-9
-0.049, 4.512e-9, 2.400e-9, -2.112e-9
-0.050, 4.527e-9, 2.410e-9, -2.117e-9
-0.051, 4.511e-9, 2.407e-9, -2.104e-9
-0.052, 4.492e-9, 2.400e-9, -2.092e-9
-0.053, 4.510e-9, 2.393e-9, -2.117e-9
-0.054, 4.498e-9, 2.402e-9, -2.096e-9
-0.055, 4.483e-9, 2.373e-9, -2.110e-9
-0.056, 4.502e-9, 2.396e-9, -2.106e-9
-0.057, 4.460e-9, 2.362e-9, -2.097e-9
-0.058, 4.489e-9, 2.382e-9, -2.107e-9
-0.059, 4.465e-9, 2.372e-9, -2.093e-9
-0.060, 4.478e-9, 2.364e-9, -2.114e-9
-0.061, 4.497e-9, 2.378e-9, -2.119e-9
-0.062, 4.475e-9, 2.367e-9, -2.108e-9
-0.063, 4.486e-9, 2.365e-9, -2.121e-9
-0.064, 4.481e-9, 2.365e-9, -2.116e-9
-0.065, 4.456e-9, 2.337e-9, -2.119e-9
-0.066, 4.492e-9, 2.365e-9, -2.127e-9
-0.067, 4.461e-9, 2.341e-9, -2.120e-9
-0.068, 4.484e-9, 2.346e-9, -2.138e-9
-0.069, 4.456e-9, 2.340e-9, -2.116e-9
-0.070, 4.459e-9, 2.328e-9, -2.131e-9
-0.071, 4.482e-9, 2.344e-9, -2.138e-9
-0.072, 4.464e-9, 2.331e-9, -2.133e-9
-0.073, 4.475e-9, 2.326e-9, -2.148e-9
-0.074, 4.464e-9, 2.341e-9, -2.123e-9
-0.075, 4.469e-9, 2.321e-9, -2.147e-9
-0.076, 4.495e-9, 2.336e-9, -2.159e-9
-0.077, 4.457e-9, 2.323e-9, -2.134e-9
-0.078, 4.509e-9, 2.342e-9, -2.168e-9
